string_field_0,string_field_3,string_field_6,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_45
United States of America,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
Other Europe,41310,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United Kingdom,11,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,C++,C,,,,"$60,000 - $80,000"
United Kingdom,41435,Web Application Developer,,,,,,,,C#,,,,,Actionscrip,"$60,000 - $80,000"
United Kingdom,11,Web Application Developer,Java,JavaScript,,,,,SQL,,,,,,,"$60,000 - $80,000"
Germany,41435,Web Application Developer,Java,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,11,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,Perl,,,"$60,000 - $80,000"
United States of America,11,Web Application Developer,,,CSS,PHP,,Ruby,,,,,,,,"$60,000 - $80,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,,,,,C#,,,,,,"$60,000 - $80,000"
United States of America,11,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,Perl,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,Objective-C,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,PHP,,Ruby,SQL,,C++,C,,,,"$60,000 - $80,000"
United States of America,11,Web Application Developer,,JavaScript,CSS,,Python,,SQL,C#,,,,,,"$60,000 - $80,000"
Canada,41310,Web Application Developer,,,,,,,,C#,,,,,,"$60,000 - $80,000"
United States of America,41310,Web Application Developer,,JavaScript,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United Kingdom,11,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,Objective-C,"$60,000 - $80,000"
United States of America,11,Web Application Developer,,,,,,,SQL,C#,C++,C,,,,"$60,000 - $80,000"
United States of America,41310,Web Application Developer,Java,,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United Kingdom,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
Other Europe,41435,Web Application Developer,,JavaScript,CSS,,,Ruby,SQL,,,,,,,"$60,000 - $80,000"
France,11,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,"$60,000 - $80,000"
Other Europe,41310,Web Application Developer,,JavaScript,CSS,PHP,,,,C#,,,,,,"$60,000 - $80,000"
United Kingdom,41310,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,11,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,,"$60,000 - $80,000"
Other Europe,41435,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,,"$60,000 - $80,000"
United Kingdom,11,Web Application Developer,,,CSS,PHP,,,SQL,,,,,,ColdFusion,"$60,000 - $80,000"
United Kingdom,41310,Web Application Developer,Java,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United Kingdom,11,Web Application Developer,,JavaScript,,,,,SQL,C#,C++,C,Perl,,,"$60,000 - $80,000"
France,41310,Web Application Developer,,JavaScript,,,,Ruby,,,,,,,,"$60,000 - $80,000"
Australia,41310,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,"vb.net, actionscript","$60,000 - $80,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
Germany,41435,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,,"$60,000 - $80,000"
Other Europe,41310,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,,"$60,000 - $80,000"
United States of America,41310,Web Application Developer,Java,,CSS,,,,,C#,,,,,,"$60,000 - $80,000"
Australasia,41435,Web Application Developer,,JavaScript,,,,,SQL,C#,C++,,,,,"$60,000 - $80,000"
Australia,41435,Web Application Developer,Java,JavaScript,CSS,,,,SQL,C#,C++,C,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,,"$60,000 - $80,000"
United States of America,11,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,PHP,Python,,SQL,,,,,,,"$60,000 - $80,000"
United States of America,11,Web Application Developer,,JavaScript,CSS,,Python,,SQL,C#,,,,,"F#, VB","$60,000 - $80,000"
United States of America,11,Web Application Developer,,JavaScript,CSS,,Python,,,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,,,,,,ColdFusion,"$60,000 - $80,000"
Australia,41310,Web Application Developer,Java,JavaScript,CSS,,,Ruby,SQL,,,,,,Objective-C,"$60,000 - $80,000"
Germany,11,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,,,,,ColdFusion,"$60,000 - $80,000"
United Kingdom,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,Java,JavaScript,CSS,PHP,,,SQL,,C++,C,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,C++,C,Perl,,,"$60,000 - $80,000"
Other Europe,11,Web Application Developer,Java,JavaScript,CSS,,,Ruby,SQL,C#,,C,,,CSS is not a programming language.,"$60,000 - $80,000"
United States of America,11,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
Australia,41310,Web Application Developer,,JavaScript,CSS,PHP,Python,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,,Python,Ruby,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
Other Asia,11,Web Application Developer,Java,JavaScript,CSS,PHP,,Ruby,SQL,,,C,Perl,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,11,Web Application Developer,,,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,PHP,,,,,,,Perl,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,,,,,,C#,C++,C,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,Java,JavaScript,CSS,,,,SQL,C#,C++,C,Perl,,,"$60,000 - $80,000"
United States of America,41310,Web Application Developer,Java,JavaScript,CSS,,Python,Ruby,SQL,,C++,,,,,"$60,000 - $80,000"
United States of America,41310,Web Application Developer,Java,JavaScript,CSS,,Python,,SQL,,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,Java,JavaScript,,PHP,,Ruby,SQL,,,,,,,"$60,000 - $80,000"
United States of America,11,Web Application Developer,Java,,CSS,,,,,,,,,,,"$60,000 - $80,000"
United States of America,11,Web Application Developer,,JavaScript,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41310,Web Application Developer,Java,,,PHP,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,11,Web Application Developer,,JavaScript,CSS,,,Ruby,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,11,Web Application Developer,,JavaScript,CSS,,,,,C#,,,,,,"$60,000 - $80,000"
United States of America,11,Web Application Developer,Java,,,,Python,,SQL,,,,Perl,,,"$60,000 - $80,000"
United Kingdom,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,"XML, ActionScript","$60,000 - $80,000"
Canada,41310,Web Application Developer,Java,JavaScript,CSS,PHP,,,,,,,,,,"$60,000 - $80,000"
United States of America,11,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,"RPG, LANSA","$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,C,,,,"$60,000 - $80,000"
United Kingdom,41435,Web Application Developer,,,,PHP,,,,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United Kingdom,41435,Web Application Developer,,JavaScript,CSS,,Python,,,,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,,Python,Ruby,SQL,C#,,C,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,,,Ruby,SQL,,,,,,,"$60,000 - $80,000"
United States of America,41310,Web Application Developer,Java,JavaScript,CSS,,Python,Ruby,SQL,C#,,,,,,"$60,000 - $80,000"
United Kingdom,41435,Web Application Developer,,JavaScript,,,Python,,,C#,,,,,,"$60,000 - $80,000"
United States of America,41310,Web Application Developer,Java,JavaScript,CSS,,Python,,SQL,,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,,Python,,SQL,,C++,,,,,"$60,000 - $80,000"
United Kingdom,41435,Web Application Developer,,JavaScript,CSS,PHP,Python,,SQL,,,,,,,"$60,000 - $80,000"
United Kingdom,11,Web Application Developer,,,,,,,SQL,C#,,,Perl,,vb,"$60,000 - $80,000"
United Kingdom,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,C,,,,"$60,000 - $80,000"
United States of America,11,Web Application Developer,,JavaScript,,PHP,Python,,,,,,,,ColdFusion,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41310,Web Application Developer,,,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United Kingdom,41435,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,C++,,,,VB.Net,"$60,000 - $80,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41310,Web Application Developer,,,CSS,,,Ruby,SQL,C#,,,,,,"$60,000 - $80,000"
Canada,11,Web Application Developer,,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,,"$60,000 - $80,000"
Canada,41310,Web Application Developer,,JavaScript,CSS,PHP,Python,,SQL,,,,,,,"$60,000 - $80,000"
United States of America,<2,Web Application Developer,,JavaScript,CSS,,,,,,,,,,Java,"$60,000 - $80,000"
South America,11,Web Application Developer,,JavaScript,CSS,PHP,Python,,,,,,,,,"$60,000 - $80,000"
Canada,41310,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,C++,,,,ActionScript,"$60,000 - $80,000"
United States of America,11,Web Application Developer,,JavaScript,,PHP,Python,,SQL,,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
Other Europe,41310,Web Application Developer,,,CSS,PHP,,,SQL,,,,,,JAVA (shame on you for not having it on the list),"$60,000 - $80,000"
Other Asia,41435,Web Application Developer,,JavaScript,CSS,PHP,Python,Ruby,SQL,,,,,,,"$60,000 - $80,000"
United States of America,41310,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,,CSS,,,,SQL,C#,,,,,F#,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,PHP,Python,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41310,Desktop Application Developer,Java,,,,Python,,,C#,,,,,,"$60,000 - $80,000"
Other Europe,11,Desktop Application Developer,,,,,,,,,,,,,Visual Dataflex,"$60,000 - $80,000"
United States of America,41435,Desktop Application Developer,,JavaScript,,PHP,,,SQL,C#,,,,,,"$60,000 - $80,000"
Germany,41435,Desktop Application Developer,,,,,,Ruby,SQL,C#,,,,,,"$60,000 - $80,000"
South America,11,Desktop Application Developer,,JavaScript,,,,,SQL,,C++,C,,,,"$60,000 - $80,000"
United States of America,11,Desktop Application Developer,,,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,11,Desktop Application Developer,,,,,,,SQL,C#,C++,,,,,"$60,000 - $80,000"
United States of America,41310,Desktop Application Developer,,,,,,,SQL,C#,,,Perl,,,"$60,000 - $80,000"
United States of America,41435,Desktop Application Developer,Java,,,,,,,,C++,,,,,"$60,000 - $80,000"
Germany,41435,Desktop Application Developer,,,CSS,,Python,,SQL,,,,,,,"$60,000 - $80,000"
United States of America,41310,Desktop Application Developer,,JavaScript,CSS,PHP,,,,C#,,,,,,"$60,000 - $80,000"
Germany,11,Desktop Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Desktop Application Developer,,JavaScript,,,,,,C#,,C,,,FORTRAN,"$60,000 - $80,000"
United States of America,41435,Desktop Application Developer,,,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
Other Europe,41310,Desktop Application Developer,Java,JavaScript,,,Python,,,,C++,C,,,,"$60,000 - $80,000"
United States of America,41310,Desktop Application Developer,,JavaScript,CSS,PHP,,,SQL,,,C,,,Objective-c,"$60,000 - $80,000"
United States of America,41435,Desktop Application Developer,,JavaScript,CSS,PHP,Python,,SQL,C#,C++,,,,,"$60,000 - $80,000"
United States of America,<2,Desktop Application Developer,,,,,Python,,,,C++,C,,,Objective C,"$60,000 - $80,000"
United States of America,11,Desktop Application Developer,,JavaScript,,,,,SQL,C#,,,,,VB,"$60,000 - $80,000"
Other Europe,11,Desktop Application Developer,,,,,,,SQL,C#,,C,,,"obj-c , vba","$60,000 - $80,000"
Australasia,11,Desktop Application Developer,,,CSS,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41310,Desktop Application Developer,,,,,,,,C#,,,,,,"$60,000 - $80,000"
United States of America,41310,Desktop Application Developer,Java,,,,Python,,,,C++,C,,,,"$60,000 - $80,000"
United States of America,41310,Desktop Application Developer,,,,,,,,C#,,,,,,"$60,000 - $80,000"
United Kingdom,11,Desktop Application Developer,,,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
Other Europe,11,Desktop Application Developer,Java,,,,,,,C#,,,,,,"$60,000 - $80,000"
Germany,11,Desktop Application Developer,,,,,,,,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Desktop Application Developer,Java,,,,Python,,,,,,,,,"$60,000 - $80,000"
Africa,11,Desktop Application Developer,,,,,,,SQL,C#,C++,,,,,"$60,000 - $80,000"
United States of America,41310,Desktop Application Developer,,,CSS,,Python,Ruby,,,C++,C,,,Objective-C,"$60,000 - $80,000"
United States of America,11,Desktop Application Developer,Java,,,,,,SQL,C#,C++,,,,,"$60,000 - $80,000"
United States of America,41310,Desktop Application Developer,,,,,,,SQL,C#,C++,C,,,,"$60,000 - $80,000"
United States of America,41435,Desktop Application Developer,,,,,,,,C#,,,,,PowerShell,"$60,000 - $80,000"
Canada,11,Desktop Application Developer,,,,,,,SQL,C#,,C,,,,"$60,000 - $80,000"
United States of America,41435,Desktop Application Developer,,JavaScript,,,,,SQL,C#,C++,C,,,,"$60,000 - $80,000"
United States of America,41310,Desktop Application Developer,,,,,,,,C#,,,,,,"$60,000 - $80,000"
Netherlands,41435,Desktop Application Developer,,,,,,,,,,,,,LabVIEW,"$60,000 - $80,000"
United Kingdom,11,Desktop Application Developer,,,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
Africa,11,Desktop Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,,,,,Delphi,"$60,000 - $80,000"
United States of America,41435,Desktop Application Developer,,,CSS,PHP,,Ruby,,C#,C++,C,,,,"$60,000 - $80,000"
United States of America,41435,Desktop Application Developer,,,,,,,SQL,C#,,,,,vb6,"$60,000 - $80,000"
United States of America,41310,Desktop Application Developer,Java,,,,,,,C#,,,,,,"$60,000 - $80,000"
Australia,41310,Desktop Application Developer,,,,,Python,,,,,,,,Prolog,"$60,000 - $80,000"
Australia,11,Desktop Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,,"$60,000 - $80,000"
Australasia,41435,Desktop Application Developer,,,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41310,Desktop Application Developer,Java,,,,,,,C#,C++,,,,,"$60,000 - $80,000"
United States of America,41435,Desktop Application Developer,,JavaScript,CSS,,,,SQL,,,,,,VB.NET,"$60,000 - $80,000"
Australasia,41310,Desktop Application Developer,Java,,,,,,,C#,C++,,Perl,,,"$60,000 - $80,000"
United Kingdom,41435,Desktop Application Developer,,,,,,Ruby,SQL,C#,,,,,Delphi,"$60,000 - $80,000"
Canada,41435,Desktop Application Developer,,,,,,,,C#,C++,C,Perl,,,"$60,000 - $80,000"
United States of America,41310,Desktop Application Developer,,,,,,Ruby,,C#,,,,,,"$60,000 - $80,000"
United States of America,11,Desktop Application Developer,,,,,,,,C#,,,,,"VB.NET, VB6","$60,000 - $80,000"
United Kingdom,41435,Desktop Application Developer,Java,JavaScript,CSS,,Python,Ruby,SQL,C#,C++,C,,,"Scheme, VB.Net, VB, VBA, VBScript, PowerShell, F#","$60,000 - $80,000"
United Kingdom,41435,Desktop Application Developer,Java,,,,Python,,SQL,C#,,,,,Delphi,"$60,000 - $80,000"
Canada,11,Desktop Application Developer,Java,JavaScript,CSS,PHP,Python,,SQL,C#,,C,,,Befunge,"$60,000 - $80,000"
United States of America,41435,Desktop Application Developer,,,,,,,,C#,C++,,,,,"$60,000 - $80,000"
United States of America,41435,Desktop Application Developer,Java,,CSS,,,,SQL,C#,C++,,,,,"$60,000 - $80,000"
Middle East,41310,Desktop Application Developer,Java,,,,,,,C#,,,,,,"$60,000 - $80,000"
United Kingdom,11,Desktop Application Developer,,JavaScript,,,,,,C#,C++,,Perl,,Fortran,"$60,000 - $80,000"
Canada,41310,Desktop Application Developer,,JavaScript,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,11,Desktop Application Developer,Java,,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
Middle East,41435,Desktop Application Developer,Java,,,PHP,,,SQL,C#,,,,,,"$60,000 - $80,000"
United Kingdom,11,Desktop Application Developer,,JavaScript,CSS,,,,,,C++,C,,,,"$60,000 - $80,000"
Middle East,41435,Desktop Application Developer,,,,,,,,C#,C++,,,,"Assembly, Delphi","$60,000 - $80,000"
United States of America,11,Desktop Application Developer,,,,,,,SQL,C#,C++,C,,,,"$60,000 - $80,000"
United States of America,11,Desktop Application Developer,,,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Desktop Application Developer,,,,,,,,,C++,,,,,"$60,000 - $80,000"
Netherlands,11,Desktop Application Developer,,,,,,,,C#,C++,C,,,,"$60,000 - $80,000"
Canada,41435,Desktop Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,C++,C,Perl,,,"$60,000 - $80,000"
Other Asia,41435,Desktop Application Developer,,,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Desktop Application Developer,,,,,,,,C#,,,,,,"$60,000 - $80,000"
United States of America,11,Desktop Application Developer,,,,PHP,Python,,SQL,,C++,,,,,"$60,000 - $80,000"
United Kingdom,41310,Desktop Application Developer,,JavaScript,CSS,PHP,Python,,SQL,,C++,,,,,"$60,000 - $80,000"
United States of America,11,Desktop Application Developer,,JavaScript,CSS,,Python,,SQL,,C++,C,Perl,,,"$60,000 - $80,000"
Russia,11,Desktop Application Developer,,,,,,,SQL,C#,C++,C,,,delphi,"$60,000 - $80,000"
United States of America,41310,Embedded Application Developer,Java,,,,,,,,C++,C,,,,"$60,000 - $80,000"
United States of America,41435,Embedded Application Developer,Java,JavaScript,,,,,,C#,C++,C,,,,"$60,000 - $80,000"
United States of America,41435,Embedded Application Developer,,,CSS,,Python,,,,C++,C,,,,"$60,000 - $80,000"
Canada,41310,Embedded Application Developer,Java,,,,,,,C#,C++,C,Perl,,,"$60,000 - $80,000"
United States of America,41435,Embedded Application Developer,Java,JavaScript,,PHP,,,SQL,C#,C++,C,,,,"$60,000 - $80,000"
United Kingdom,11,Embedded Application Developer,,JavaScript,CSS,PHP,,,,C#,C++,C,Perl,,,"$60,000 - $80,000"
Other Asia,41435,Embedded Application Developer,Java,,CSS,,,Ruby,,,C++,C,,,,"$60,000 - $80,000"
United States of America,41435,Embedded Application Developer,,,,,Python,,,,C++,,,,,"$60,000 - $80,000"
United Kingdom,11,Embedded Application Developer,,,,,,,,,,C,Perl,,,"$60,000 - $80,000"
Other Europe,41435,Embedded Application Developer,,,,,,,,,,C,,,VHDL,"$60,000 - $80,000"
United Kingdom,11,Embedded Application Developer,Java,,,,Python,Ruby,,,C++,C,Perl,,,"$60,000 - $80,000"
United States of America,11,Embedded Application Developer,Java,,,,Python,,,,C++,C,,,,"$60,000 - $80,000"
Other Asia,41435,Embedded Application Developer,,,,,,,SQL,C#,,,,,,"$60,000 - $80,000"
United States of America,41435,Embedded Application Developer,,,,,,,,C#,,,,,"Smalltalk, VBScript","$60,000 - $80,000"
United States of America,41435,Embedded Application Developer,Java,,,,,,,,C++,C,,,,"$60,000 - $80,000"
