string_field_0,string_field_4,string_field_5,string_field_11,string_field_12,string_field_13,string_field_14,string_field_15,string_field_16,string_field_17,string_field_18,string_field_19,string_field_20,string_field_21,string_field_22,string_field_23,string_field_24,string_field_25,string_field_26,string_field_27,string_field_28,string_field_29,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50
Armenia,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Russian Federation,2 - 5 years,Full-stack web developer,C,C++,,,,,,,,,,,,,,,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Nepal,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Poland,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,Dojo Toolkit
United Kingdom,11+ years,Full-stack web developer,C,,,,,,,,,,,,,,iOS,Java,JavaScript,,,MongoDB,,Objective-C,Perl,,,,,,,,,,,SQL,,,,,,
Mexico,11+ years,Mobile developer,C,C++,,,,,,,,,,,,,,Java,,,,,,Objective-C,,,,,,,,,,,,,,,,,,
Poland,6 - 10 years,Student,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Germany,2 - 5 years,Student,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,PHP,Python,,Redis,,,,,Sharepoint,,SQL,,,Visual Basic,,Wordpress,
India,Less than 1 year,Student,C,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,
India,2 - 5 years,Student,C,C++,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,11+ years,,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,,,,,Ruby,,,,,,,,Swift,,,,
United States,2 - 5 years,Desktop developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
France,6 - 10 years,Desktop developer,C,C++,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2 - 5 years,Developer with a statistics or mathematics background,C,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,Fortran
Hungary,11+ years,Embedded application developer,C,C++,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Guatemala,11+ years,Enterprise level services developer,,,,,,,,,,,,,,,,Java,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Macedonia,2 - 5 years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,
India,Less than 1 year,Front-end web developer,C,C++,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
Australia,Less than 1 year,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,Cordova,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,Windows Phone,,
Slovenia,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,Delphi
Germany,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
India,2 - 5 years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,SQL Server,,,,,
India,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,Redis,,,,,,,SQL,,,,,Wordpress,
Pakistan,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,SQL Server,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
Iran,6 - 10 years,Mobile developer - Android,,,,,,,,,,,,,,,,Java,,,Matlab,,,,,,,,,,,,,,,,,,,,,
Russian Federation,6 - 10 years,Quality Assurance,,,,,,,,,,,,Go,,,,Java,,,,MongoDB,,,,,Python,,,,,,Scala,,,,,,,,,
United States,2 - 5 years,Student,C,C++,,,,,,,,,,Go,,,,Java,JavaScript,,,,,,Perl,,Python,R,,,,,,,,SQL,,,,,,Assembly
Poland,1 - 2 years,Student,C,,,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,,,,,,,
Sweden,6 - 10 years,Student,,,,,,,,,,,,,,Haskell,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,,,,,,,
Turkey,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,6 - 10 years,,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,Fortran
United Kingdom,11+ years,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,LAMP,,,Node.js,,Perl,PHP,Python,,,Ruby,,,,,,SQL,,,Visual Basic,,Wordpress,
Russian Federation,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,Groovy
United Kingdom,11+ years,Back-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,LINQ
Germany,11+ years,Desktop developer,,C++,C++11,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D2
United States,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
Austria,2 - 5 years,Desktop developer,C,,C++11,C#,,,Cordova,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,Windows Phone,,
Croatia,11+ years,Desktop developer,,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,Swift,,,,"Delphi, Windows"
India,2 - 5 years,Desktop developer,C,,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,6 - 10 years,Embedded application developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
United States,1 - 2 years,Embedded application developer,C,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Germany,2 - 5 years,Enterprise level services developer,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Kuwait,6 - 10 years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,Python,,Redis,,,,,,,SQL,,,,,,
Poland,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Belgium,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,TypeScript
N/A,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,2 - 5 years,Full-stack web developer,C,C++,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,,Ruby,,,,,,SQL,SQL Server,,,,,
Mexico,11+ years,Product manager,C,C++,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Russian Federation,6 - 10 years,Product manager,C,C++,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,,,,,Python,,,,,,,,,,,,,,Wordpress,
Poland,11+ years,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,Student,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Belgium,1 - 2 years,Student,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
France,6 - 10 years,Student,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
India,2 - 5 years,,,,,,,,,,,,,,,,,Java,,,,,,,Perl,,,,,,,,,,,,,,,,,
Morocco,2 - 5 years,,C,C++,,,,,,,,,,,,,,,,,Matlab,,,,,,Python,R,,,,,,,,,,,Visual Basic,,,
Denmark,6 - 10 years,Back-end web developer,,,,,,,,Clojure,,,,,,,,,JavaScript,,,MongoDB,,,,PHP,,,,,,Salesforce,,,,SQL,,,,,,ClojureScript
Germany,Less than 1 year,Back-end web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,11+ years,Data scientist,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Austria,6 - 10 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,SQL Server,,,,,
South Africa,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
India,1 - 2 years,Embedded application developer,C,C++,,,,,,,,,,,,,,,,,Matlab,,,,,,Python,,,,,,,,,,,,,,,
Germany,11+ years,Enterprise level services developer,,,,,,CoffeeScript,,,,,,,,,,Java,JavaScript,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,
Canada,11+ years,Enterprise level services developer,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,Ruby,,,,,,,,,,,,
Argentina,2 - 5 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
United Kingdom,2 - 5 years,Front-end web developer,C,,,,,,,,,,,,,Haskell,iOS,Java,JavaScript,,,,,,,,,,,,,,,,,,,Swift,,,,HTML & co.
United States,Less than 1 year,Front-end web developer,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,Ruby,,,Scala,,,,,,,,,
France,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,Cordova,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Australia,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
India,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,Wordpress,
United States,11+ years,Full-stack web developer,,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,Objective-C,,,,,,,,Salesforce,,,,,,,,,,
Poland,2 - 5 years,Full-stack web developer,,,,C#,,,Cordova,,,,,,,,,Java,JavaScript,,,,Node.js,,,PHP,Python,,,Ruby,,,,,,SQL,,,,,Wordpress,
South Africa,2 - 5 years,Mobile developer,,,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,Swift,,,,
Denmark,2 - 5 years,Quality Assurance,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Germany,11+ years,Student,C,,,C#,,,,,,,,,,Haskell,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Ireland {Republic},6 - 10 years,Student,,C++,C++11,C#,,,Cordova,,,,,,,,,Java,JavaScript,LAMP,,,Node.js,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,
New Zealand,6 - 10 years,Student,,,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,,,PHP,Python,,,,,,,,,,,,,,,
United States,6 - 10 years,,C,C++,C++11,,,,,,,,,,,,,,,,,,,,Perl,,Python,,,,,,,,,,,,,,,
Belgium,6 - 10 years,,,,,,Cassandra,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,CouchDB
India,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,Scala,,,SQL,,,,,,
Denmark,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Germany,2 - 5 years,Back-end web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
South Africa,2 - 5 years,Desktop developer,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,SQL Server,,,,,
Germany,6 - 10 years,Desktop developer,,C++,C++11,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,Centura
United States,6 - 10 years,Desktop developer,C,C++,C++11,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Germany,6 - 10 years,Desktop developer,C,C++,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,PHP,Python,,,,,,,,,,,,,,,Pascal
India,2 - 5 years,Embedded application developer,C,,,C#,,,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,PHP,,,,Ruby,,,,,,SQL,,,,,,
Netherlands,11+ years,Enterprise level services developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
Saudi Arabia,11+ years,Enterprise level services developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United Kingdom,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
United States,11+ years,Front-end web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
Spain,2 - 5 years,Front-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,Scala,,,,,,,,,
Russian Federation,11+ years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,SQL,SQL Server,,,,,
Poland,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Netherlands,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Poland,6 - 10 years,Full-stack web developer,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,Ruby,,,,,,SQL,,,,,,
Romania,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,
Hungary,1 - 2 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Spain,2 - 5 years,Mobile developer - Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2 - 5 years,Mobile developer - Android,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,,,,,,,
United States,11+ years,Mobile developer - Android,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
India,1 - 2 years,Student,,,,,,,,,,,,,,,,,,,Matlab,,,,,,Python,,,,,,,,,,,,,,,
United States,11+ years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Finland,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,,,,,,,
Germany,2 - 5 years,Back-end web developer,,,,,Cassandra,,,,"Cloud (AWS, GAE, Azure, etc.)",,,Go,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,
India,1 - 2 years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,odoo
United Kingdom,11+ years,Back-end web developer,,,,,,CoffeeScript,,,,,,,,,,Java,JavaScript,,,,,,,,,,,Ruby,,,Scala,,,SQL,,,,,,
United States,11+ years,Desktop developer,,C++,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,DevOps,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Italy,11+ years,Enterprise level services developer,,,,,Cassandra,,,,,,,,,,,Java,,,,,,,,,,,,,,,Scala,,,SQL,,,,,,
India,2 - 5 years,Enterprise level services developer,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,Python,,Redis,,,,,,,,,,,,,
N/A,2 - 5 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,Wordpress,
Germany,2 - 5 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Canada,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,Windows Phone,,
India,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,
Germany,11+ years,Full-stack web developer,,C++,C++11,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Netherlands,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,,,,,,Wordpress,
Switzerland,2 - 5 years,Machine learning developer,,C++,,C#,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
United States,11+ years,Mobile developer - iOS,,,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,
Canada,1 - 2 years,Student,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
Italy,2 - 5 years,Student,,,,,,,,,,,,,,Haskell,,,JavaScript,,,MongoDB,,,,,Python,,,,,,,,,,,,,,,
United States,6 - 10 years,,C,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Sweden,11+ years,,,,,,,,,,,,,,,,,Java,,,,,,,Perl,,Python,,Redis,,,,,,,,,,,,,
Romania,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,2 - 5 years,Back-end web developer,C,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,Python,,,,,,,,,SQL,,,,,,
Germany,6 - 10 years,Data scientist,,,,,,,,Clojure,,,,,,Haskell,,Java,,,,,,,,,,,,,,,Scala,,,,,,,,,
Australia,6 - 10 years,Desktop developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Israel,11+ years,Desktop developer,C,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
India,11+ years,Desktop developer,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,11+ years,Desktop developer,,,,,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,,Swift,,,,
United Kingdom,2 - 5 years,Desktop developer,C,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Turkey,11+ years,Embedded application developer,C,C++,,C#,,,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,Matlab,,,,,PHP,Python,,,,,,,,,SQL,SQL Server,,Visual Basic,,Wordpress,
Canada,6 - 10 years,Enterprise level services developer,,,,,,,,,,,,,,,,,,,,,,,Perl,,Python,,,,,,,,,,,,,,,
Philippines,6 - 10 years,Enterprise level services developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Greece,6 - 10 years,Front-end web developer,,,,,,,,,,Dart,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Germany,6 - 10 years,Full-stack web developer,,,,,,CoffeeScript,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,Matlab,,,,,PHP,,,,Ruby,,,,,,SQL,,,,,,
Switzerland,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,SQL Server,,,,,
Portugal,6 - 10 years,Full-stack web developer,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,,
South Africa,2 - 5 years,Full-stack web developer,,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
Switzerland,2 - 5 years,Full-stack web developer,C,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,Scala,,,SQL,,,,,Wordpress,
United States,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Germany,6 - 10 years,Mobile developer - Android,C,C++,,,,,,,,,,,,,,Java,JavaScript,,Matlab,,Node.js,,Perl,,Python,,,,,,,,,,,Swift,,,,Basic
India,2 - 5 years,Mobile developer - iOS,C,C++,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,Swift,Visual Basic,,,
Norway,11+ years,Mobile developer - iOS,,,,,,,,,,,,,,,,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,
United States,Less than 1 year,Product manager,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Austria,1 - 2 years,Student,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2 - 5 years,Student,C,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Finland,6 - 10 years,Student,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,1 - 2 years,Student,C,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United Kingdom,1 - 2 years,Student,C,C++,C++11,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,Python,,,,,,,,,,,,,,,
United States,1 - 2 years,Student,,,,,,,,,,,,,,,,,,,,,,Objective-C,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,
Germany,2 - 5 years,System administrator,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,Wordpress,
Australia,1 - 2 years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,
United States,Less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
Kenya,2 - 5 years,Back-end web developer,,,,,,,,,,,,,Hadoop,,,,JavaScript,,,MongoDB,,,,PHP,,,,,,,,,,SQL,,,,,,
Sweden,11+ years,Back-end web developer,,,,,,,,,,,,Go,,,,Java,,,,,,,,,,,,,,,Scala,,,,,,,,,
United Kingdom,2 - 5 years,Business intelligence or data warehousing expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Romania,Less than 1 year,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,Delphi
India,1 - 2 years,Desktop developer,,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Australia,6 - 10 years,Desktop developer,,,,C#,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,
Switzerland,11+ years,Desktop developer,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Italy,11+ years,Developer with a statistics or mathematics background,C,C++,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,SQL,,,,,,fortran
United States,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Sweden,11+ years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,Sharepoint,,SQL,SQL Server,,,,,
Germany,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Australia,2 - 5 years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,Hadoop,,,,JavaScript,LAMP,,MongoDB,,,Perl,PHP,,,,Ruby,,,,,,SQL,SQL Server,,,,Wordpress,
India,1 - 2 years,Mobile developer - iOS,C,,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,SQL,,,,,,
Poland,6 - 10 years,Student,,,,,,,,,,,,,,,,,,,,,,Objective-C,,,,,,,,,,,,,,,,,Wordpress,
Australia,2 - 5 years,Student,C,C++,C++11,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wordpress,
Canada,1 - 2 years,Student,,,C++11,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Ethiopia,6 - 10 years,Student,C,C++,C++11,,,,,Clojure,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,Visual Basic,,,Common Lisp
Switzerland,2 - 5 years,Student,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Student,C,C++,C++11,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,,,,,,,
Lithuania,6 - 10 years,,C,C++,C++11,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Spain,6 - 10 years,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,11+ years,,,,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,Node.js,Objective-C,,,,,Redis,,,,,,,,SQL Server,,,,Wordpress,
