string_field_0,string_field_4,string_field_5,string_field_11,string_field_12,string_field_13,string_field_14,string_field_15,string_field_16,string_field_17,string_field_18,string_field_19,string_field_20,string_field_21,string_field_22,string_field_23,string_field_24,string_field_25,string_field_26,string_field_27,string_field_28,string_field_29,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50
United Kingdom,1 - 2 years,Student,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,Anchor CMS
United Kingdom,Less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
Argentina,Less than 1 year,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
Germany,6 - 10 years,Back-end web developer,,C++,C++11,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,Python,,,,,,,,,SQL,,,,,,
Switzerland,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Indonesia,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Italy,Less than 1 year,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
France,1 - 2 years,Back-end web developer,,,,,,,,,,,,,,,iOS,,,LAMP,,,,,,PHP,,,Redis,,,,,,,SQL,,Swift,,,,
India,2 - 5 years,Business intelligence or data warehousing expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
India,Less than 1 year,Desktop developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,jquery
Spain,2 - 5 years,Desktop developer,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,
Brazil,2 - 5 years,Desktop developer,C,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,Progress
Russian Federation,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1 - 2 years,Embedded application developer,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2 - 5 years,Embedded application developer,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2 - 5 years,Enterprise level services developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Romania,2 - 5 years,Enterprise level services developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
China,1 - 2 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,,,Swift,,,,
Poland,Less than 1 year,Front-end web developer,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,Python,,,,,,,,,,,,,,,
India,2 - 5 years,Front-end web developer,,,,,,,,,,,,,,,iOS,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,
Italy,2 - 5 years,Front-end web developer,,,,C#,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,,,,,,,
Portugal,2 - 5 years,Front-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
Switzerland,2 - 5 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,Matlab,,,,,PHP,,,,,,,,,,SQL,,,,,,
Poland,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,Windows Phone,,
Latvia,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
India,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
India,1 - 2 years,Full-stack web developer,,,,,,,,,,,,Go,,,,Java,,LAMP,,MongoDB,,,,PHP,Python,,,,,,,,,SQL,,,,,,
Bulgaria,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Croatia,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,,,,,,,
Macedonia,2 - 5 years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,,,,,,,,,,,,,,,SQL Server,,,,,
Brazil,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Iran,6 - 10 years,Full-stack web developer,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
N/A,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,SQL Server,,,,,
Brazil,11+ years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,Go,Hadoop,,,,JavaScript,,,MongoDB,,,,,,,,,,,,,,,,,,,,
France,2 - 5 years,Full-stack web developer,C,C++,,C#,,,,,,,,,,,,,,,,,,,,PHP,,R,,,,,,,,SQL,,,,,,
India,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wordpress,
Bosnia Herzegovina,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Germany,1 - 2 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Iran,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,,,,,,,,,,Visual Basic,,,
Poland,Less than 1 year,Full-stack web developer,C,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Vietnam,1 - 2 years,Mobile developer,,,,C#,,,,,,,,,,,,Java,,,,,,,,PHP,,,Redis,,,,,,,,,,,Windows Phone,,
Thailand,11+ years,Mobile developer,,,,C#,,,,,,,,,,,iOS,,JavaScript,,,,,,,,,,,,,,,,,,,Swift,,,,
Spain,6 - 10 years,Mobile developer - Android,,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,PHP,,,,,,,,,,,,,,,,
Ukraine,2 - 5 years,Mobile developer - iOS,C,,,,,CoffeeScript,Cordova,,,,,,,Haskell,iOS,Java,JavaScript,,,,,Objective-C,,,,,,Ruby,,Salesforce,,,,,,Swift,,,,
Pakistan,2 - 5 years,Mobile developer - iOS,,C++,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,Swift,,,,
India,2 - 5 years,Quality Assurance,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Italy,1 - 2 years,Student,C,C++,,C#,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
Paraguay,1 - 2 years,Student,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,Ruby,,,,,,,,,,,,
France,2 - 5 years,Student,C,C++,C++11,,,,,,,,,,,,,,,,Matlab,,,,,PHP,Python,R,,,,,,,,,,,,,,
France,2 - 5 years,Student,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
Germany,11+ years,Student,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,,,,,,,
Germany,2 - 5 years,Student,C,,,C#,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,,Visual Basic,,,
Greece,1 - 2 years,Student,C,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,scheme
India,Less than 1 year,Student,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,Student,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,Delphi
United States,2 - 5 years,Student,C,C++,,,,,,,,,,,,,iOS,,JavaScript,LAMP,Matlab,,,,,PHP,,,,,,,,,,SQL,,,,,,
United Kingdom,6 - 10 years,,,C++,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1 - 2 years,,,,,C#,,,,,,,,,,,,,,,,,,,,,Python,,,Ruby,,,,,,,,,,,,
Turkey,11+ years,,,,,,,,Cordova,,,,,,,,iOS,,JavaScript,LAMP,,,,,,,,,,,,,,,,,,,,,,
India,1 - 2 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Colombia,6 - 10 years,Back-end web developer,,,,C#,,,,,,,,,,,iOS,,JavaScript,,,,Node.js,Objective-C,,,,,,,,,,,,,SQL Server,,,Windows Phone,,
India,1 - 2 years,Back-end web developer,,,,,Cassandra,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,Scala,,,SQL,,,,,,
Lithuania,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,1 - 2 years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Slovakia,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,Swift,,,Wordpress,
India,2 - 5 years,Designer,,,,,,,,,,,,,,,,,,,,,,,Perl,,,,,,,,,,,,,,,,,SHELL
Denmark,2 - 5 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1 - 2 years,Embedded application developer,C,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Ukraine,2 - 5 years,Enterprise level services developer,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Poland,1 - 2 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
South Africa,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,shell
India,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
N/A,Less than 1 year,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Argentina,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Lithuania,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,Redis,,,,,,,,SQL Server,,,,,leveldb
Pakistan,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Romania,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,2 - 5 years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,Node.js,,,,Python,,,,,,,,,SQL,,,,,,Django
Brazil,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
India,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
India,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,cq5
India,6 - 10 years,Full-stack web developer,,,,,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,Ruby,,,,,,,,,,,,
Ukraine,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Spain,6 - 10 years,Graphics programmer,,C++,C++11,C#,,,,,,,,,,,,,JavaScript,,Matlab,,,,,PHP,Python,,,,,,,,,,SQL Server,,,,Wordpress,
India,6 - 10 years,Mobile developer,,,,C#,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,,,Windows Phone,,
India,1 - 2 years,Mobile developer - Android,,C++,,,,,Cordova,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Iran,2 - 5 years,Mobile developer - Android,,C++,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Turkey,Less than 1 year,Mobile developer - Android,,C++,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,Perl,PHP,,,,Ruby,,,,,,SQL,,,,,,
Armenia,1 - 2 years,Mobile developer - iOS,,,,,,,,,,,,,,,iOS,,JavaScript,,,MongoDB,Node.js,Objective-C,,PHP,,,,,,,,,,,,,,,Wordpress,
Portugal,11+ years,Product manager,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,1 - 2 years,Student,C,,,,,,,,,,,,,,,Java,,,Matlab,,,,,,Python,,,,,,,,,,,,,,,
Finland,2 - 5 years,Student,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLSL
Germany,2 - 5 years,Student,C,C++,C++11,,,,,,,,,,,,iOS,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
India,2 - 5 years,Student,C,C++,,,,,,,,,,,,,,Java,,,Matlab,,,,,,Python,,,,,,,,,,,,,,,
Poland,6 - 10 years,Student,,C++,C++11,,,,,,,,,,,,,Java,,,,,,,,,Python,,,Ruby,,,,,,,,,,,,
Switzerland,2 - 5 years,Student,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United Kingdom,2 - 5 years,Student,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,
United States,1 - 2 years,Student,C,C++,,,,,,,,,,,,,,,,,Matlab,,,,,,Python,,,,,,,,,,,,,,,Scheme
United States,1 - 2 years,Student,C,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Less than 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
India,1 - 2 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
India,Less than 1 year,Back-end web developer,,,,,,,,,,,,,,,,,,LAMP,,MongoDB,,,,PHP,,,,,,,,,,,,,,,,MySQL
India,Less than 1 year,Data scientist,C,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,ETL
Russian Federation,1 - 2 years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Taiwan,1 - 2 years,Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"html,css3"
United States,1 - 2 years,Desktop developer,,C++,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2 - 5 years,Desktop developer,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Brazil,2 - 5 years,Desktop developer,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Sri Lanka,6 - 10 years,Desktop developer,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2 - 5 years,Developer with a statistics or mathematics background,,,,,,,,,,,,,,,,,,,,,,,,,Python,R,,,,,,,,,,,,,,
India,1 - 2 years,Embedded application developer,C,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2 - 5 years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,Python,,,,,,,,,,,,,,,Django
United States,1 - 2 years,Front-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,Sharepoint,,,,,,,,CSS
Bangladesh,1 - 2 years,Front-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
India,2 - 5 years,Front-end web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,Windows Phone,,
India,1 - 2 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,,,,,,,,,,,,,,,,
France,2 - 5 years,Front-end web developer,,,,,,CoffeeScript,Cordova,,,,,,,,iOS,,JavaScript,,,,Node.js,,,PHP,,,,Ruby,,,,,,SQL,SQL Server,,,,Wordpress,
India,Less than 1 year,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,
Romania,2 - 5 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,1 - 2 years,Front-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,R,,,,,,Sharepoint,,SQL,,,,,,
Georgia,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Italy,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
Mexico,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,
Estonia,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Hungary,6 - 10 years,Full-stack web developer,,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Malaysia,1 - 2 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
New Zealand,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Bangladesh,2 - 5 years,Full-stack web developer,,,,,,,Cordova,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Bulgaria,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Sweden,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
United States,1 - 2 years,Full-stack web developer,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,Mathematica
India,Less than 1 year,Machine learning developer,C,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,Less than 1 year,Mobile developer - Android,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,2 - 5 years,Mobile developer - iOS,,,,,,,,,,,,,,,iOS,,JavaScript,,,,Node.js,Objective-C,,PHP,,,,,,,,,,SQL,,Swift,,,,
Bangladesh,1 - 2 years,Mobile developer - iOS,,,,,,,,,,,,,,,,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,
Vietnam,2 - 5 years,Mobile developer - iOS,,,,,,,,,,,,,,,,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,
Indonesia,2 - 5 years,Product manager,C,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Argentina,6 - 10 years,Product manager,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Canada,1 - 2 years,Student,C,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,Wordpress,
Germany,1 - 2 years,Student,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS3
United States,2 - 5 years,Student,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,IDL
United States,1 - 2 years,Student,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,
India,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,PortgreSQL
Spain,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Congo {Democratic Rep},2 - 5 years,Back-end web developer,,,,C#,,,Cordova,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
France,Less than 1 year,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Armenia,2 - 5 years,Embedded application developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
India,1 - 2 years,Embedded application developer,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,Embedded application developer,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assembly language
Brazil,6 - 10 years,Embedded application developer,C,C++,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
India,2 - 5 years,Enterprise level services developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siebel
India,6 - 10 years,Front-end web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
India,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Vietnam,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
France,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Mexico,2 - 5 years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
Portugal,11+ years,Full-stack web developer,,,,,,,Cordova,,,,,,,,,,JavaScript,,,,,,Perl,PHP,Python,,,,,,,,,SQL,,,,,,
India,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
India,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,"Ruby on Rails, JQuery"
Poland,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Russian Federation,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,
Denmark,Less than 1 year,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Pakistan,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,
Russian Federation,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Ukraine,2 - 5 years,Full-stack web developer,,,,,,,Cordova,,,,,,,,,,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
India,2 - 5 years,Full-stack web developer,C,C++,,,,,,,,,,,,,,,,LAMP,,MongoDB,,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,
Iran,1 - 2 years,Machine learning developer,,C++,,,,,,,,,,,,,,,JavaScript,,Matlab,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
Turkey,6 - 10 years,Mobile developer,C,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,Windows Phone,,Delphi
India,2 - 5 years,Mobile developer,C,C++,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,SQL,,Swift,,,,
India,6 - 10 years,Mobile developer - Android,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Kazakhstan,2 - 5 years,Student,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Germany,2 - 5 years,Student,C,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,Perl,PHP,Python,,,,,,,,,SQL,SQL Server,,,,,
Germany,6 - 10 years,Student,,C++,C++11,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Spain,2 - 5 years,Student,,C++,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,,,,,,,,,,,,,,,,,
Switzerland,1 - 2 years,Student,,,,,,,,,,,,,,,iOS,Java,,,,,,,,,,,,,,,,,,,,Swift,,,,Delphi
United States,1 - 2 years,Student,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,,PHP,,,Redis,Ruby,,,,,,SQL,,,,,,
United States,Less than 1 year,Student,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
Cyprus,6 - 10 years,System administrator,,,,,,,,,,,,,,,,,,LAMP,,,,,Perl,,Python,,,,,,,,,,,,,,,
Slovakia,1 - 2 years,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,Less than 1 year,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
India,2 - 5 years,Back-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
