string_field_0,string_field_4,string_field_6,string_field_55,string_field_56,string_field_57,string_field_58,string_field_59,string_field_60,string_field_61,string_field_62,string_field_63,string_field_64,string_field_65,string_field_66,string_field_67,string_field_68,string_field_69,string_field_100
United States of America,Web Services,Full-Stack Web Developer,100001,C,,,,JavaScript,jQuery,,Node.js,,PHP,Python,Ruby,SQL,,"$80,000 - $100,000"
Canada,Education,Full-Stack Web Developer,"<$1,000",,,C#,,JavaScript,jQuery,,,,,,,,,"<$20,000"
United States of America,Web Services,Full-Stack Web Developer,,,,,Java,JavaScript,,,,,,,,,,"$120,000 - $140,000"
United States of America,Software Products,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
Other Europe,Web Services,Full-Stack Web Developer,,,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,Student / Unemployed
United States of America,Consulting,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Web Services,Full-Stack Web Developer,,,,,Java,JavaScript,,,,,,,Ruby,,,"$100,000 - $120,000"
United States of America,Advertising,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$20,000 - $40,000"
India,Web Services,Full-Stack Web Developer,,,,,,JavaScript,jQuery,,,,PHP,,,,,"<$20,000"
United States of America,Other,Full-Stack Web Developer,Don't know,,,C#,Java,JavaScript,jQuery,,,,,,,SQL,,"$40,000 - $60,000"
Other Europe,Web Services,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$20,000 - $40,000"
United States of America,Gaming,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,Python,Ruby,SQL,,"$120,000 - $140,000"
United States of America,Manufacturing,Full-Stack Web Developer,"<$1,000",,,C#,,JavaScript,jQuery,JQuery,,,,,,SQL,,"$40,000 - $60,000"
Canada,Web Services,Full-Stack Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,,,,SQL,,"$40,000 - $60,000"
Netherlands,Software Products,Full-Stack Web Developer,"<$1,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,Rather not say
Australia,Software Products,Full-Stack Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,"$100,000 - $120,000"
United States of America,Web Services,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,Objective-C,,,Ruby,SQL,,"$80,000 - $100,000"
United Kingdom,Web Services,Full-Stack Web Developer,"<$1,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$40,000 - $60,000"
United States of America,Other,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,,,Ruby,SQL,Perl,"$100,000 - $120,000"
United States of America,Finance / Banking,Full-Stack Web Developer,"<$1,000",,,C#,,JavaScript,jQuery,,,,,,,,,"$60,000 - $80,000"
France,Finance / Banking,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$40,000 - $60,000"
United States of America,Other,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$40,000 - $60,000"
India,Other,Full-Stack Web Developer,,C,C++,C#,Java,JavaScript,jQuery,,,,PHP,Python,,SQL,,
United States of America,Software Products,Full-Stack Web Developer,Don't know,,C++,C#,,JavaScript,jQuery,,,,,,,SQL,The list goes on and on,"$100,000 - $120,000"
Other Europe,Software Products,Full-Stack Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,,,,,,Rather not say
United States of America,Consulting,Full-Stack Web Developer,,,,C#,,JavaScript,jQuery,,,,,,,,,"$40,000 - $60,000"
United Kingdom,Web Services,Full-Stack Web Developer,"<$1,000",C,,,,JavaScript,jQuery,,,,PHP,,,SQL,,Rather not say
Canada,Web Services,Full-Stack Web Developer,,,,C#,Java,JavaScript,jQuery,,Node.js,,PHP,Python,Ruby,SQL,powershell,Rather not say
Other Asia,Web Services,Full-Stack Web Developer,"$1,001 - $5,000",,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,
Australia,Software Products,Full-Stack Web Developer,"<$1,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,">$140,000"
United States of America,Manufacturing,Full-Stack Web Developer,"$10,001 - $25,000",,,C#,Java,,,,,,PHP,,Ruby,,,Rather not say
United States of America,Software Products,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,"$60,000 - $80,000"
United States of America,Web Services,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,ColdFusion,"$20,000 - $40,000"
United States of America,Healthcare,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$20,000 - $40,000"
United States of America,Web Services,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,Ruby,SQL,,"$100,000 - $120,000"
United States of America,Software Products,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,VB,"$40,000 - $60,000"
United Kingdom,Healthcare,Full-Stack Web Developer,100001,,,C#,,JavaScript,jQuery,,,,PHP,Python,,,,"$60,000 - $80,000"
United States of America,Consulting,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$100,000 - $120,000"
United States of America,Web Services,Full-Stack Web Developer,,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$20,000 - $40,000"
Australia,Consulting,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,,,,SQL,,"$100,000 - $120,000"
United States of America,Software Products,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$80,000 - $100,000"
United States of America,Consulting,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
Germany,Consulting,Full-Stack Web Developer,"$25,001 - $100,000",,,,Java,JavaScript,jQuery,JQuery,,,,,,SQL,,"$120,000 - $140,000"
Other Europe,Software Products,Full-Stack Web Developer,Don't know,,,,Java,JavaScript,,,,,,,,,"Prototype, Scriptaculous","<$20,000"
Canada,Web Services,Full-Stack Web Developer,Don't know,,,,,,jQuery,JQuery,,,PHP,,,SQL,mongodb,"$40,000 - $60,000"
Other Europe,Consulting,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,,Python,,SQL,Plone,"$100,000 - $120,000"
United States of America,Web Services,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Web Services,Full-Stack Web Developer,Don't know,C,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,"$60,000 - $80,000"
United States of America,Healthcare,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$100,000 - $120,000"
Other Europe,Web Services,Full-Stack Web Developer,,,,,Java,JavaScript,,,,,,Python,Ruby,,Erlang,"$60,000 - $80,000"
Italy,Software Products,Full-Stack Web Developer,,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$20,000 - $40,000"
Italy,Retail,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,Python,,SQL,ASP/VB Script,"$20,000 - $40,000"
United States of America,Consulting,Full-Stack Web Developer,Don't know,,,,,,jQuery,,,,,,Ruby,SQL,CoffeeScript,"$80,000 - $100,000"
United States of America,Manufacturing,Full-Stack Web Developer,"$1,001 - $5,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,Silverlight,"$60,000 - $80,000"
Other Europe,Web Services,Full-Stack Web Developer,100001,,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,"$120,000 - $140,000"
Other Europe,Education,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,,,"$20,000 - $40,000"
Netherlands,Web Services,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,"$40,000 - $60,000"
United States of America,Software Products,Full-Stack Web Developer,"$1,001 - $5,000",,,C#,Java,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
India,Software Products,Full-Stack Web Developer,,,,C#,,JavaScript,,,,,,,,,FAST Search,"<$20,000"
United Kingdom,Software Products,Full-Stack Web Developer,"$25,001 - $100,000",,,,Java,JavaScript,jQuery,,,,PHP,,Ruby,SQL,,"$60,000 - $80,000"
Other Europe,Software Products,Full-Stack Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,,,,SQL,,"$40,000 - $60,000"
United States of America,Web Services,Full-Stack Web Developer,100001,,,C#,Java,JavaScript,jQuery,,,,,,,SQL,,"$80,000 - $100,000"
India,Software Products,Full-Stack Web Developer,,,,C#,,JavaScript,jQuery,,,,PHP,,,,,Rather not say
United States of America,Finance / Banking,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,Node.js,,,,,SQL,,"$60,000 - $80,000"
United States of America,Software Products,Full-Stack Web Developer,100001,,,C#,Java,,jQuery,,,,,,,SQL,,">$140,000"
South America,Web Services,Full-Stack Web Developer,,,,,,JavaScript,jQuery,,,,PHP,Python,Ruby,SQL,,"<$20,000"
France,Other,Full-Stack Web Developer,,,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,"$40,000 - $60,000"
United States of America,Manufacturing,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Finance / Banking,Full-Stack Web Developer,Don't know,,,C#,Java,,jQuery,,,,,,,SQL,,"$80,000 - $100,000"
United States of America,Software Products,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,,,Ruby,SQL,,"$100,000 - $120,000"
United States of America,Consulting,Full-Stack Web Developer,"$10,001 - $25,000",,,,Java,JavaScript,jQuery,,Node.js,,,,Ruby,SQL,"groovy, clojure, scala",">$140,000"
United Kingdom,Web Services,Full-Stack Web Developer,,,,,Java,JavaScript,jQuery,,,,,Python,,,Scala,"$60,000 - $80,000"
United States of America,Other,Full-Stack Web Developer,"$25,001 - $100,000",,,,,JavaScript,jQuery,,,,,,,SQL,"Coldfusion, html, css","$40,000 - $60,000"
United Kingdom,Consulting,Full-Stack Web Developer,,,,,Java,JavaScript,,,,,,Python,,SQL,Tcl,"$40,000 - $60,000"
Italy,Web Services,Full-Stack Web Developer,"$1,001 - $5,000",,,,,JavaScript,jQuery,,,,,Python,,,,Rather not say
United States of America,Web Services,Full-Stack Web Developer,"<$1,000",,C++,,,,,,,,PHP,,,SQL,,Student / Unemployed
India,Web Services,Full-Stack Web Developer,,,,C#,,JavaScript,jQuery,,,,,,,SQL,,Rather not say
Other Europe,Web Services,Full-Stack Web Developer,,,,C#,,JavaScript,,,,,,,,SQL,,"<$20,000"
Germany,Consulting,Full-Stack Web Developer,"$1,001 - $5,000",,,,Java,JavaScript,jQuery,,,,,,Ruby,SQL,"VB6, Delphi",Rather not say
Canada,Healthcare,Full-Stack Web Developer,"<$1,000",,,,,JavaScript,jQuery,,,,,,Ruby,,,"$80,000 - $100,000"
United States of America,Other,Full-Stack Web Developer,"$10,001 - $25,000",,,,,JavaScript,jQuery,,,,,,,SQL,Really?? no VB.NET in the list?,"$100,000 - $120,000"
United States of America,Web Services,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,"ColdFusion, MySQL, Oracle","$60,000 - $80,000"
United Kingdom,Web Services,Full-Stack Web Developer,"$10,001 - $25,000",,,,,JavaScript,jQuery,,,,PHP,,Ruby,SQL,,"$60,000 - $80,000"
Middle East,Web Services,Full-Stack Web Developer,,,,,Java,JavaScript,jQuery,,Node.js,,,,,,,"$60,000 - $80,000"
United States of America,Web Services,Full-Stack Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,,,,SQL,AngularJS,Rather not say
Other Europe,Other,Full-Stack Web Developer,"$10,001 - $25,000",,,C#,,JavaScript,jQuery,,,,,Python,,SQL,,">$140,000"
United States of America,Healthcare,Full-Stack Web Developer,,,,C#,,JavaScript,jQuery,,Node.js,,,,,SQL,,"$100,000 - $120,000"
Other Europe,Software Products,Full-Stack Web Developer,Don't know,,,C#,Java,JavaScript,,,,,PHP,Python,,,,"$60,000 - $80,000"
United States of America,Consulting,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,,,"$100,000 - $120,000"
United Kingdom,Finance / Banking,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,,,">$140,000"
Other Europe,Software Products,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,D,"<$20,000"
Canada,Software Products,Full-Stack Web Developer,Don't know,,,,Java,,,,,,,,,SQL,Groovy,Rather not say
United States of America,Software Products,Full-Stack Web Developer,Don't know,C,,,Java,JavaScript,jQuery,JQuery,,Objective-C,,,,,,"$60,000 - $80,000"
South America,Other,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,PHP,,,SQL,,"$40,000 - $60,000"
United Kingdom,Web Services,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Consulting,Full-Stack Web Developer,Don't know,,,,Java,JavaScript,,,,,PHP,,,SQL,,Rather not say
India,Software Products,Full-Stack Web Developer,,,,,Java,JavaScript,,,,,,,,,,"<$20,000"
Other Europe,Web Services,Full-Stack Web Developer,Don't know,C,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,Rather not say
United States of America,Other,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,VB.NET,"$80,000 - $100,000"
Netherlands,Web Services,Full-Stack Web Developer,Don't know,,,C#,Java,JavaScript,jQuery,,,,,,,SQL,Perl,"$60,000 - $80,000"
United Kingdom,Web Services,Full-Stack Web Developer,"$10,001 - $25,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,Rather not say
United Kingdom,Consulting,Full-Stack Web Developer,"$1,001 - $5,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$80,000 - $100,000"
Australia,Web Services,Full-Stack Web Developer,,,,,,JavaScript,jQuery,,,,PHP,,,,"ActionScript, HTML, CSS","$60,000 - $80,000"
United States of America,Web Services,Full-Stack Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,,,,SQL,,"$40,000 - $60,000"
United Kingdom,Web Services,Full-Stack Web Developer,Don't know,,,C#,,,,,,,,,,SQL,,"$40,000 - $60,000"
Other Europe,Other,Full-Stack Web Developer,"$1,001 - $5,000",,,C#,,JavaScript,jQuery,,,Objective-C,,,,,,"$40,000 - $60,000"
Netherlands,Web Services,Full-Stack Web Developer,"$1,001 - $5,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,bash/sh shell scripting,Rather not say
United Kingdom,Web Services,Full-Stack Web Developer,"$1,001 - $5,000",,,C#,,JavaScript,jQuery,,,,,Python,,,,"$40,000 - $60,000"
United States of America,Advertising,Full-Stack Web Developer,"$10,001 - $25,000",C,C++,,,JavaScript,jQuery,,,,,Python,,SQL,,"$60,000 - $80,000"
United States of America,Foundation / Non-Profit,Full-Stack Web Developer,"<$1,000",,,,,JavaScript,jQuery,,,,,Python,,SQL,,"$40,000 - $60,000"
United States of America,Web Services,Full-Stack Web Developer,Don't know,,,,Java,JavaScript,,,,,PHP,,,,Go,Rather not say
Australasia,Other,Full-Stack Web Developer,Don't know,,C++,C#,,JavaScript,jQuery,,,,,,,,,"$60,000 - $80,000"
United States of America,Web Services,Full-Stack Web Developer,,,,,,JavaScript,jQuery,,,,,,Ruby,SQL,,"$40,000 - $60,000"
United Kingdom,Finance / Banking,Full-Stack Web Developer,,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$40,000 - $60,000"
India,Foundation / Non-Profit,Full-Stack Web Developer,Don't know,,C++,C#,,JavaScript,jQuery,,,,,,,SQL,,"<$20,000"
United States of America,Healthcare,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,,Python,,SQL,Scala,"$60,000 - $80,000"
Other Europe,Consulting,Full-Stack Web Developer,"<$1,000",,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,Groovy,"<$20,000"
United Kingdom,Web Services,Full-Stack Web Developer,"<$1,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$40,000 - $60,000"
United States of America,Software Products,Full-Stack Web Developer,Don't know,,,,Java,,,,,,PHP,,,SQL,,"$80,000 - $100,000"
United Kingdom,Web Services,Full-Stack Web Developer,Don't know,C,C++,C#,Java,JavaScript,jQuery,,,Objective-C,,,,SQL,,Rather not say
France,Consulting,Full-Stack Web Developer,,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$80,000 - $100,000"
Other Asia,Web Services,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"<$20,000"
United States of America,Web Services,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$80,000 - $100,000"
United Kingdom,Education,Full-Stack Web Developer,"$10,001 - $25,000",,,,,JavaScript,jQuery,,Node.js,,,,,SQL,ColdFusion,"$100,000 - $120,000"
United States of America,Other,Full-Stack Web Developer,100001,,,C#,Java,JavaScript,jQuery,,Node.js,Objective-C,,,,SQL,,"$100,000 - $120,000"
Canada,Consulting,Full-Stack Web Developer,Don't know,,,C#,Java,JavaScript,jQuery,,Node.js,,,,,SQL,,">$140,000"
Other Europe,Other,Full-Stack Web Developer,,,,,,,jQuery,,,,PHP,,,SQL,,Student / Unemployed
United States of America,Software Products,Full-Stack Web Developer,,,,,,JavaScript,jQuery,,Node.js,,,Python,,,,"$40,000 - $60,000"
United States of America,Software Products,Full-Stack Web Developer,"$10,001 - $25,000",,,,,JavaScript,jQuery,,,,,Python,,SQL,,Rather not say
Other Europe,Web Services,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,Rather not say
Other Asia,Web Services,Full-Stack Web Developer,"<$1,000",,,C#,,JavaScript,jQuery,,,,PHP,,,SQL,,"<$20,000"
United States of America,Web Services,Full-Stack Web Developer,,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
South America,Web Services,Full-Stack Web Developer,"<$1,000",,,C#,,JavaScript,jQuery,,,,,,,,,"$80,000 - $100,000"
United States of America,Software Products,Full-Stack Web Developer,,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Web Services,Full-Stack Web Developer,"<$1,000",,,,,JavaScript,jQuery,,,,PHP,,Ruby,SQL,,"<$20,000"
Germany,Web Services,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,Node.js,,PHP,,,SQL,,Student / Unemployed
United States of America,Advertising,Full-Stack Web Developer,"$1,001 - $5,000",,,C#,,JavaScript,,,,,,,,,"CoffeeScript, Scala, F#","$120,000 - $140,000"
Germany,Software Products,Full-Stack Web Developer,"<$1,000",,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,Joomla!,"$20,000 - $40,000"
United Kingdom,Software Products,Full-Stack Web Developer,Don't know,,,,Java,JavaScript,,,,,,,,,,Rather not say
South America,Advertising,Full-Stack Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,,Python,,SQL,,"$40,000 - $60,000"
India,Consulting,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"<$20,000"
Other Asia,Consulting,Full-Stack Web Developer,"$10,001 - $25,000",,,,Java,JavaScript,jQuery,,,,PHP,Python,Ruby,SQL,,"$20,000 - $40,000"
United States of America,Other,Full-Stack Web Developer,"$1,001 - $5,000",,,,,JavaScript,jQuery,,,,,,Ruby,,PID controller,"$20,000 - $40,000"
France,Software Products,Full-Stack Web Developer,"$25,001 - $100,000",,,C#,,JavaScript,jQuery,,,,PHP,,,SQL,,"$100,000 - $120,000"
United States of America,Healthcare,Full-Stack Web Developer,"$25,001 - $100,000",,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$100,000 - $120,000"
United States of America,Healthcare,Full-Stack Web Developer,Don't know,,,,,JavaScript,jQuery,,Node.js,,,,Ruby,SQL,,"$120,000 - $140,000"
United Kingdom,Web Services,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$100,000 - $120,000"
United Kingdom,Consulting,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,Delphi,Rather not say
United States of America,Manufacturing,Full-Stack Web Developer,"$25,001 - $100,000",,,C#,,JavaScript,jQuery,,,,PHP,,,SQL,,"$40,000 - $60,000"
Other Europe,Finance / Banking,Full-Stack Web Developer,Don't know,,,,Java,JavaScript,,,,,,,,SQL,,"$40,000 - $60,000"
Other Asia,Other,Full-Stack Web Developer,,,,,,JavaScript,jQuery,JQuery,,,PHP,Python,,,,"$20,000 - $40,000"
United States of America,Other,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,JQuery,,,,,,SQL,,"$60,000 - $80,000"
South America,Web Services,Full-Stack Web Developer,"<$1,000",,,,,JavaScript,jQuery,,,,PHP,,,,,"<$20,000"
United States of America,Software Products,Full-Stack Web Developer,"$1,001 - $5,000",,,C#,,JavaScript,jQuery,,,,PHP,,,SQL,,"$60,000 - $80,000"
United States of America,Finance / Banking,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Web Services,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,Objective-C,,,,SQL,,"$40,000 - $60,000"
United States of America,Finance / Banking,Full-Stack Web Developer,Don't know,,,C#,Java,,,,,,,,,SQL,,"$80,000 - $100,000"
Other Europe,Software Products,Full-Stack Web Developer,100001,,,C#,Java,,,,,,,,,,,"$40,000 - $60,000"
India,Education,Full-Stack Web Developer,,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$20,000 - $40,000"
United States of America,Consulting,Full-Stack Web Developer,Don't know,,,C#,Java,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,,"$40,000 - $60,000"
United Kingdom,Consulting,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Healthcare,Full-Stack Web Developer,Don't know,C,,C#,Java,JavaScript,jQuery,,,Objective-C,,Python,,SQL,,Rather not say
United States of America,Finance / Banking,Full-Stack Web Developer,Don't know,C,,,,JavaScript,jQuery,,,,,Python,,SQL,Matlab,"$80,000 - $100,000"
Germany,Other,Full-Stack Web Developer,,,,,Java,JavaScript,,,,,,,,SQL,,Rather not say
United States of America,Other,Full-Stack Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,Rather not say
United States of America,Retail,Full-Stack Web Developer,,,,,Java,JavaScript,,,,,,,,SQL,,"$80,000 - $100,000"
