string_field_0,string_field_5,string_field_6,string_field_7,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50,string_field_51,string_field_52,string_field_53
United Kingdom,11,Full-Stack Web Developer,Rather not say,,,C#,,JavaScript,,,,,,SQL,
Lithuania,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,
Ireland,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,"CSS, HTML"
Switzerland,6/10/2014,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,
United States,11,Full-Stack Web Developer,"$120,000 - $140,000",,,,,JavaScript,,,,,,SQL,Perl
Denmark,11,Full-Stack Web Developer,"$80,000 - $100,000",,,C#,Java,JavaScript,Node.js,,PHP,,,SQL,
Canada,11,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,Node.js,,,,Ruby,SQL,
India,2/5/2014,Full-Stack Web Developer,"<$20,000",,,,,JavaScript,,,PHP,,,SQL,jQuery
United Kingdom,11,Full-Stack Web Developer,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,,
Mexico,2/5/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,,Java,JavaScript,,,,,,SQL,
Sweden,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,
United Kingdom,2/5/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,C#,,JavaScript,,,,,,,
India,2/5/2014,Full-Stack Web Developer,"<$20,000",,,,Java,JavaScript,,,,,,,
United States,11,Full-Stack Web Developer,"$80,000 - $100,000",,,,Java,JavaScript,,,,,,SQL,
Belgium,2/5/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,,TypeScript
United States,6/10/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,,Java,JavaScript,,,PHP,,,SQL,
Argentina,11,Full-Stack Web Developer,"$60,000 - $80,000",,,,,JavaScript,,,,Python,Ruby,SQL,
Kazakhstan,2/5/2014,Full-Stack Web Developer,Rather not say,,,,,JavaScript,,,PHP,,,SQL,
United Kingdom,11,Full-Stack Web Developer,"$40,000 - $60,000",,,,,JavaScript,,,PHP,,,SQL,Scala
India,6/10/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,,,Ruby,,CoffeeScript
United Kingdom,6/10/2014,Full-Stack Web Developer,,,,,,JavaScript,Node.js,,PHP,,,SQL,
Denmark,2/5/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,C#,,JavaScript,,,,,,,
Brazil,2/5/2014,Full-Stack Web Developer,Student / Unemployed,,,C#,,JavaScript,,,PHP,,,SQL,
Romania,11,Full-Stack Web Developer,Rather not say,,,C#,Java,JavaScript,,,,,,SQL,
United States,11,Full-Stack Web Developer,"$80,000 - $100,000",,,C#,Java,JavaScript,,Objective-C,,Python,,SQL,Scala
United States,11,Full-Stack Web Developer,"$120,000 - $140,000",,,C#,,JavaScript,,,,,,SQL,
Italy,11,Full-Stack Web Developer,Rather not say,,,C#,,JavaScript,,,,,,SQL,
United States,11,Full-Stack Web Developer,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,
Germany,11,Full-Stack Web Developer,"$120,000 - $140,000",,,,,,,,,,,,Groovy
Greece,11,Full-Stack Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,,SQL,
United States,2/5/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,Java,JavaScript,,,,,,SQL,
United Kingdom,2/5/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,,,
New Zealand,2/5/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,SQL,
United States,<2,Full-Stack Web Developer,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,SQL,
Canada,6/10/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,SQL,
South Africa,11,Full-Stack Web Developer,Rather not say,,,C#,,JavaScript,,,PHP,Python,,SQL,
Germany,11,Full-Stack Web Developer,"$40,000 - $60,000",C,,C#,,JavaScript,,,,,,SQL,Perl
United States,11,Full-Stack Web Developer,"$120,000 - $140,000",,,C#,Java,JavaScript,,,,,,SQL,
Estonia,11,Full-Stack Web Developer,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,
Brazil,2/5/2014,Full-Stack Web Developer,"<$20,000",,,,Java,JavaScript,Node.js,,,,Ruby,SQL,
Brazil,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,
Poland,6/10/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,,Java,,,,,,,SQL,
United Kingdom,11,Full-Stack Web Developer,"$120,000 - $140,000",,,C#,,JavaScript,,,,Python,,,
United States,11,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,PHP,,,SQL,powerbasic
Romania,2/5/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,C#,,JavaScript,,,,,,,
United Kingdom,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,C++,C#,,,,,PHP,,,SQL,
India,2/5/2014,Full-Stack Web Developer,Rather not say,C,,,Java,JavaScript,,,PHP,,,SQL,javafx
Australia,11,Full-Stack Web Developer,"$80,000 - $100,000",C,,,,JavaScript,,Objective-C,,,,SQL,Perl
India,2/5/2014,Full-Stack Web Developer,,,,,Java,,Node.js,,,,,,
Slovenia,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,Java,JavaScript,,,,,,,
United Kingdom,11,Full-Stack Web Developer,"$100,000 - $120,000",,,,Java,JavaScript,,,,,,SQL,
Brazil,6/10/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,C#,,,,,,,,SQL,
United States,11,Full-Stack Web Developer,">$140,000",,,C#,Java,JavaScript,,,,,,SQL,
Australia,2/5/2014,Full-Stack Web Developer,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,
United States,2/5/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,,JavaScript,,,,,,SQL,VB.NET
United States,11,Full-Stack Web Developer,">$140,000",,,C#,,JavaScript,,,,,,SQL,
United States,6/10/2014,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,
Germany,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,,JavaScript,,,,Python,Ruby,SQL,
India,2/5/2014,Full-Stack Web Developer,"<$20,000",,,,Java,JavaScript,,,PHP,,,,Wordpress
Australia,11,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,
United States,6/10/2014,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,,
United Kingdom,11,Full-Stack Web Developer,"<$20,000",C,,C#,Java,JavaScript,,,,,,SQL,
United States,6/10/2014,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,Visual Basic.NET
United States,11,Full-Stack Web Developer,"$80,000 - $100,000",,,,,JavaScript,,,,,Ruby,SQL,
India,6/10/2014,Full-Stack Web Developer,,,,,Java,JavaScript,,,PHP,,,,
United States,6/10/2014,Full-Stack Web Developer,"$100,000 - $120,000",,,,Java,JavaScript,,,,,Ruby,SQL,Clojure
United Kingdom,11,Full-Stack Web Developer,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,,
Denmark,2/5/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,,,JavaScript,Node.js,,PHP,Python,,,Go
India,2/5/2014,Full-Stack Web Developer,Rather not say,,,,,JavaScript,,,PHP,,,,
United States,11,Full-Stack Web Developer,"$120,000 - $140,000",,,,,JavaScript,,,,,Ruby,,
Turkey,2/5/2014,Full-Stack Web Developer,"<$20,000",,,,,JavaScript,Node.js,,,Python,,SQL,
United States,11,Full-Stack Web Developer,Rather not say,,,C#,,JavaScript,,,,,,,
Australia,6/10/2014,Full-Stack Web Developer,"<$20,000",,,,,JavaScript,,,PHP,,Ruby,SQL,
Poland,6/10/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,,Java,JavaScript,,,,,,,
United States,6/10/2014,Full-Stack Web Developer,"$100,000 - $120,000",,,,,JavaScript,Node.js,,PHP,Python,,SQL,
United States,2/5/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,SQL,
Germany,11,Full-Stack Web Developer,,,,,Java,,,,,,,,
Argentina,2/5/2014,Full-Stack Web Developer,Student / Unemployed,,,,,JavaScript,Node.js,,PHP,,,SQL,
United States,11,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,,
United States,11,Full-Stack Web Developer,"$120,000 - $140,000",,,C#,,JavaScript,,,,,,SQL,
United States,6/10/2014,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,
United Kingdom,11,Full-Stack Web Developer,"$120,000 - $140,000",,,,Java,JavaScript,,,,Python,,SQL,Go
Netherlands,6/10/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,SQL,
Belgium,11,Full-Stack Web Developer,Rather not say,,,,,JavaScript,,,PHP,,,SQL,Delphi
United States,2/5/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,,SQL,
Turkey,6/10/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,,,,,,PHP,,,SQL,
Germany,2/5/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,Java,JavaScript,,Objective-C,,,,,Scala
United States,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,,JavaScript,,,PHP,,,SQL,
United Kingdom,11,Full-Stack Web Developer,"$100,000 - $120,000",C,,,Java,JavaScript,,,PHP,Python,,SQL,
United States,11,Full-Stack Web Developer,"$80,000 - $100,000",,,,,JavaScript,,,,,,SQL,ColdFusion
United Kingdom,11,Full-Stack Web Developer,"$80,000 - $100,000",,,C#,,JavaScript,,Objective-C,,,,SQL,
United States,11,Full-Stack Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,,SQL,D
United States,6/10/2014,Full-Stack Web Developer,"$80,000 - $100,000",,,,,JavaScript,,,,,Ruby,SQL,
Canada,11,Full-Stack Web Developer,">$140,000",C,C++,C#,,JavaScript,,,,,,SQL,
United Kingdom,11,Full-Stack Web Developer,Rather not say,,,C#,Java,JavaScript,,,,,Ruby,SQL,
Italy,11,Full-Stack Web Developer,"$40,000 - $60,000",,,C#,Java,JavaScript,,,,,,,
New Zealand,6/10/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,SQL,
Romania,11,Full-Stack Web Developer,"$80,000 - $100,000",,,,Java,JavaScript,,,PHP,Python,Ruby,SQL,
United States,11,Full-Stack Web Developer,">$140,000",,,,Java,,,Objective-C,,,,SQL,scala clojure
United Kingdom,11,Full-Stack Web Developer,"$120,000 - $140,000",,,C#,,JavaScript,,,,,,SQL,
United Kingdom,11,Full-Stack Web Developer,">$140,000",,,C#,,JavaScript,,,,,,SQL,
United Kingdom,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,,JavaScript,,,,Python,,SQL,
Bulgaria,11,Full-Stack Web Developer,"$20,000 - $40,000",C,,,,,,Objective-C,,,,,
United States,11,Full-Stack Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,,,,SQL,
Switzerland,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",C,,,Java,JavaScript,,,PHP,,,SQL,
Poland,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,C#,,JavaScript,,,PHP,,,SQL,Dynamics CRM
United Kingdom,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,,JavaScript,,,PHP,,,,
United States,6/10/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,C#,,JavaScript,,,PHP,,,SQL,
Sri Lanka,2/5/2014,Full-Stack Web Developer,"<$20,000",,,C#,,JavaScript,,,,,,SQL,
United Kingdom,11,Full-Stack Web Developer,"$60,000 - $80,000",,,C#,Java,JavaScript,Node.js,,,,,SQL,"VB.NET, VBScript"
France,6/10/2014,Full-Stack Web Developer,"<$20,000",,,,,JavaScript,,,PHP,,Ruby,SQL,
United States,2/5/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,C#,,JavaScript,,,,,Ruby,SQL,
United States,11,Full-Stack Web Developer,,,,C#,,JavaScript,,,,,,SQL,
United States,11,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,VB.NET
United States,11,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,,
India,2/5/2014,Full-Stack Web Developer,"<$20,000",,,,,JavaScript,Node.js,,PHP,Python,Ruby,SQL,
United States,11,Full-Stack Web Developer,Rather not say,C,,C#,Java,JavaScript,Node.js,Objective-C,PHP,Python,Ruby,SQL,
United States,2/5/2014,Full-Stack Web Developer,"$60,000 - $80,000",C,,,,JavaScript,,Objective-C,PHP,Python,Ruby,SQL,
India,2/5/2014,Full-Stack Web Developer,"<$20,000",,,,Java,JavaScript,Node.js,,PHP,,,,
Austria,2/5/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,,Java,JavaScript,,,PHP,,Ruby,SQL,
United States,11,Full-Stack Web Developer,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,SQL,
United States,6/10/2014,Full-Stack Web Developer,"$80,000 - $100,000",,,C#,Java,JavaScript,,,,,,SQL,
Canada,2/5/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,
United States,6/10/2014,Full-Stack Web Developer,"$80,000 - $100,000",,,,,JavaScript,,,PHP,,,SQL,
Singapore,2/5/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,
Belarus,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,,JavaScript,,,,,Ruby,SQL,
Italy,2/5/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,,SQL,
United States,2/5/2014,Full-Stack Web Developer,"$80,000 - $100,000",,,,,JavaScript,Node.js,,PHP,,,SQL,
United States,11,Full-Stack Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,Ruby,SQL,
United States,6/10/2014,Full-Stack Web Developer,"$80,000 - $100,000",,,C#,Java,JavaScript,,,,,,SQL,
United States,11,Full-Stack Web Developer,Rather not say,,,,,,,,,,Ruby,SQL,
United States,11,Full-Stack Web Developer,"$100,000 - $120,000",C,C++,,Java,JavaScript,,,,,,SQL,
Portugal,6/10/2014,Full-Stack Web Developer,Student / Unemployed,,,,,JavaScript,,,,,Ruby,,
Pakistan,2/5/2014,Full-Stack Web Developer,Rather not say,,,,,JavaScript,,,,Python,,,"jquery, ajax"
United States,6/10/2014,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,
United States,11,Full-Stack Web Developer,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,
Russia,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,Java,,,,,,,SQL,
Switzerland,11,Full-Stack Web Developer,"$80,000 - $100,000",,,,Java,JavaScript,,,,Python,,SQL,
France,2/5/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,,Java,JavaScript,,,PHP,,,SQL,
France,11,Full-Stack Web Developer,"$40,000 - $60,000",,,,,JavaScript,,,PHP,,,SQL,
France,6/10/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,,Java,,Node.js,,,,,,
Lithuania,11,Full-Stack Web Developer,"<$20,000",,C++,C#,,JavaScript,,,PHP,,,SQL,"x86 Assembler, Typescript"
United States,6/10/2014,Full-Stack Web Developer,"$120,000 - $140,000",,,C#,,JavaScript,,,PHP,,,SQL,
United Kingdom,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,,JavaScript,Node.js,,PHP,,,,
Brazil,11,Full-Stack Web Developer,"$20,000 - $40,000",,,C#,,JavaScript,,,,,,SQL,Scala
United States,6/10/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,,,JavaScript,,,PHP,,,,Go
Spain,11,Full-Stack Web Developer,"$20,000 - $40,000",,,,Java,,,,,Python,,SQL,
United States,11,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,
United Kingdom,11,Full-Stack Web Developer,Rather not say,,,C#,,JavaScript,,,,,,SQL,
Italy,6/10/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,,Java,JavaScript,,,PHP,Python,,SQL,
Cyprus,11,Full-Stack Web Developer,"$20,000 - $40,000",,,,Java,JavaScript,,,,,,SQL,
United States,6/10/2014,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,,,Ruby,SQL,
United Kingdom,2/5/2014,Full-Stack Web Developer,Student / Unemployed,C,,,Java,JavaScript,,Objective-C,PHP,Python,,SQL,
United States,2/5/2014,Full-Stack Web Developer,"$60,000 - $80,000",C,C++,C#,Java,JavaScript,,,,,,SQL,
Italy,11,Full-Stack Web Developer,Rather not say,,C++,C#,,JavaScript,,,,,,SQL,
United Kingdom,11,Full-Stack Web Developer,Rather not say,,,C#,,JavaScript,,,,,,SQL,
India,2/5/2014,Full-Stack Web Developer,"<$20,000",,,C#,,JavaScript,,,,,,SQL,
Germany,11,Full-Stack Web Developer,"$120,000 - $140,000",,,C#,,JavaScript,,,,,,,VBA
Germany,11,Full-Stack Web Developer,Rather not say,,,,,JavaScript,,,PHP,,,SQL,
United States,11,Full-Stack Web Developer,"$120,000 - $140,000",,,C#,,JavaScript,,,PHP,,Ruby,SQL,
Pakistan,2/5/2014,Full-Stack Web Developer,Rather not say,,,C#,,JavaScript,,,,,,SQL,
Germany,11,Full-Stack Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,,,Perl
United Kingdom,11,Full-Stack Web Developer,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,
Belgium,6/10/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,C#,,JavaScript,,,,,,,
United States,6/10/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,,,JavaScript,,,,,Ruby,,
United States,11,Full-Stack Web Developer,"$40,000 - $60,000",,,,,JavaScript,Node.js,,PHP,,,,
Germany,6/10/2014,Full-Stack Web Developer,">$140,000",,,,Java,JavaScript,,,,,,,
Germany,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,,JavaScript,,,,,,SQL,Perl
Finland,6/10/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,,Java,JavaScript,,,,,,SQL,"Clojure, Scala, Elasticsearch"
Canada,6/10/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,C#,,,,,,,,SQL,
United Kingdom,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,C#,,JavaScript,Node.js,,,Python,,,
United States,11,Full-Stack Web Developer,">$140,000",C,C++,C#,Java,JavaScript,,Objective-C,PHP,,,SQL,
United States,6/10/2014,Full-Stack Web Developer,"$80,000 - $100,000",,,,,,,,,,,SQL,VB.Net
United Kingdom,6/10/2014,Full-Stack Web Developer,"$100,000 - $120,000",,,,,JavaScript,,,,,,SQL,Salesforce.com
United States,11,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,
United States,11,Full-Stack Web Developer,"$80,000 - $100,000",,,C#,,JavaScript,,,PHP,,,SQL,
United States,11,Full-Stack Web Developer,">$140,000",,,C#,,JavaScript,Node.js,,,,,SQL,
Mexico,2/5/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,,Java,JavaScript,,,,,,SQL,
Venezuela,2/5/2014,Full-Stack Web Developer,"<$20,000",,,C#,Java,JavaScript,,,,,,,
Canada,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,Java,JavaScript,,,,,,SQL,
Belarus,2/5/2014,Full-Stack Web Developer,,,,C#,Java,JavaScript,,,,,,SQL,
United States,6/10/2014,Full-Stack Web Developer,"$60,000 - $80,000",C,C++,C#,Java,JavaScript,,,PHP,,,SQL,
Netherlands,11,Full-Stack Web Developer,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,
United States,11,Full-Stack Web Developer,"$100,000 - $120,000",,,,Java,JavaScript,Node.js,,,Python,,SQL,
United States,6/10/2014,Full-Stack Web Developer,"$80,000 - $100,000",,,C#,,JavaScript,,,PHP,,,SQL,
Ukraine,6/10/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,C#,,JavaScript,,,,,,SQL,
United States,11,Full-Stack Web Developer,"$80,000 - $100,000",,,,Java,JavaScript,Node.js,,,,,,
Australia,6/10/2014,Full-Stack Web Developer,"$80,000 - $100,000",,,C#,,JavaScript,,Objective-C,,,,,
India,2/5/2014,Full-Stack Web Developer,"<$20,000",,,C#,,JavaScript,,,,,,,
United States,6/10/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,,,,,,,Python,,SQL,VB.NET
France,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,,JavaScript,,,PHP,Python,,SQL,"TypeScript, Haxe"
United States,11,Full-Stack Web Developer,"$100,000 - $120,000",,,,Java,JavaScript,Node.js,Objective-C,,,Ruby,SQL,
Canada,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,Java,JavaScript,,,PHP,Python,,SQL,
India,6/10/2014,Full-Stack Web Developer,"<$20,000",,,C#,,JavaScript,,,,Python,,,
Uruguay,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",C,C++,C#,Java,JavaScript,,,,,Ruby,SQL,
United Kingdom,6/10/2014,Full-Stack Web Developer,"$80,000 - $100,000",C,,,,,,,,Python,,SQL,assembly
Czech Republic,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,
Ukraine,2/5/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,,Java,,,,,,,,clojure
Italy,11,Full-Stack Web Developer,"$40,000 - $60,000",,,,,JavaScript,,,PHP,Python,,SQL,
Pakistan,<2,Full-Stack Web Developer,Rather not say,,,,,,,,PHP,,,SQL,
Pakistan,2/5/2014,Full-Stack Web Developer,Rather not say,C,C++,,,JavaScript,,,PHP,,,SQL,
United States,2/5/2014,Full-Stack Web Developer,"$100,000 - $120,000",,,,Java,JavaScript,,,,,,SQL,Grails
United States,11,Full-Stack Web Developer,"$100,000 - $120,000",,,,,JavaScript,,,,,,SQL,ColdFusion
United States,11,Full-Stack Web Developer,"$80,000 - $100,000",,,,,JavaScript,Node.js,,,,Ruby,SQL,
Denmark,11,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,Objective-C,,,,SQL,
Russia,6/10/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,,JavaScript,,,,,,,
United States,2/5/2014,Full-Stack Web Developer,Rather not say,,,C#,,JavaScript,,Objective-C,PHP,,,SQL,Visual Basic
United States,6/10/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,C#,Java,JavaScript,,,,,,SQL,VisualBASIC.NET
Germany,11,Full-Stack Web Developer,"$60,000 - $80,000",,,,Java,JavaScript,,,,Python,,,
Ireland,11,Full-Stack Web Developer,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,,
France,2/5/2014,Full-Stack Web Developer,Rather not say,,,C#,,,,,,,,SQL,
Serbia,6/10/2014,Full-Stack Web Developer,"<$20,000",,,,,JavaScript,Node.js,,PHP,,,SQL,
Pakistan,2/5/2014,Full-Stack Web Developer,"<$20,000",,,,,JavaScript,,,PHP,,Ruby,SQL,
Switzerland,6/10/2014,Full-Stack Web Developer,"$100,000 - $120,000",,,,Java,JavaScript,,,,,,,
United Kingdom,11,Full-Stack Web Developer,Rather not say,,,C#,,,,,,,,,
United States,11,Full-Stack Web Developer,"$100,000 - $120,000",,,,,JavaScript,Node.js,,,,,,Haskell
United Kingdom,2/5/2014,Full-Stack Web Developer,Rather not say,,,,,JavaScript,,,PHP,,,SQL,
United States,11,Full-Stack Web Developer,"$80,000 - $100,000",,,C#,,,,,,,,SQL,Silverlight
Denmark,11,Full-Stack Web Developer,"$100,000 - $120,000",,,,,JavaScript,,,,Python,,,
United States,11,Full-Stack Web Developer,"$120,000 - $140,000",,,C#,,JavaScript,,,,,Ruby,SQL,
Spain,11,Full-Stack Web Developer,Rather not say,,,,,JavaScript,,,PHP,,,,
France,2/5/2014,Full-Stack Web Developer,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,,SQL,
China,2/5/2014,Full-Stack Web Developer,"<$20,000",,,,,JavaScript,,,PHP,,,SQL,
Belgium,2/5/2014,Full-Stack Web Developer,"$40,000 - $60,000",,,,Java,JavaScript,,,,,,,Flex / ActionScript
United Kingdom,11,Full-Stack Web Developer,">$140,000",,,C#,,JavaScript,,,,,,SQL,
United Kingdom,6/10/2014,Full-Stack Web Developer,Rather not say,,,,,JavaScript,,,PHP,Python,,SQL,
Canada,11,Full-Stack Web Developer,Rather not say,,,C#,,JavaScript,,,,,,SQL,
New Zealand,2/5/2014,Full-Stack Web Developer,"$40,000 - $60,000",C,C++,C#,,JavaScript,,,,Python,,SQL,
United States,11,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,
Canada,6/10/2014,Full-Stack Web Developer,"$60,000 - $80,000",,,,Java,JavaScript,,,,,,SQL,
United States,11,Full-Stack Web Developer,"$80,000 - $100,000",,,C#,,JavaScript,,,PHP,Python,,SQL,
India,6/10/2014,Full-Stack Web Developer,Rather not say,C,C++,,,JavaScript,Node.js,,,Python,,,
United Kingdom,6/10/2014,Full-Stack Web Developer,"$60,000 - $80,000",C,,C#,,JavaScript,Node.js,,PHP,,,SQL,
France,11,Full-Stack Web Developer,"$60,000 - $80,000",,,,Java,JavaScript,Node.js,,,,,SQL,Go
United States,2/5/2014,Full-Stack Web Developer,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,
United States,11,Full-Stack Web Developer,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,
